rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-season136	624.0	849.0	739.0	907.0	750.0	1580.0	708.0	846.0	241.0	149.0	1265.0	1378.0	262.0	759.0	2112.0	3613.0	323.0	339.0	1755.0	993.0	1292.0	1505.0	715.0	1489.0	1605.0	1366.0	1491.0	938.0	1277.0	1475.0	402.0	189.0	195.0	973.0	481.0	550.0	1516.0	1690.0	250.0	121.0	978.0	2061.0	1271.0	1325.0	1570.0	692.0	359.0	734.0	837.0	672.0	361.0	1544.0	1150.0	1299.0	256.0	2362.0	628.0	933.0	688.0	692.0	1373.0	399.0	315.0	770.0	1490.0	713.0	1535.0	1119.0	645.0	155.0	793.0	823.0	4003.0	150.0	74404.0	1508104.0	1034049.470323
sub-season137	602.0	923.0	869.0	755.0	647.0	2088.0	850.0	906.0	246.0	206.0	1681.0	847.0	258.0	478.0	2353.0	5006.0	334.0	524.0	1510.0	1096.0	1107.0	1945.0	706.0	1785.0	1407.0	1701.0	1625.0	1007.0	1401.0	1551.0	543.0	216.0	288.0	1054.0	543.0	568.0	1472.0	1627.0	269.0	188.0	970.0	2146.0	1266.0	2040.0	1712.0	961.0	563.0	831.0	1034.0	666.0	270.0	1195.0	1194.0	1455.0	210.0	2116.0	572.0	844.0	655.0	591.0	1257.0	320.0	559.0	764.0	1860.0	702.0	1366.0	957.0	969.0	162.0	606.0	1009.0	3313.0	187.0	78497.6	1685494.0	1491167.008964
sub-season138	756.0	712.0	758.0	782.0	782.0	1551.0	676.0	778.0	308.0	132.0	1205.0	841.0	299.0	689.0	2120.0	4744.0	357.0	363.0	1200.0	950.0	1147.0	1899.0	643.0	1776.0	1813.0	1380.0	1560.0	1186.0	1400.0	1700.0	372.0	165.0	202.0	1138.0	631.0	504.0	1453.0	1844.0	269.0	151.0	984.0	2286.0	1312.0	1204.0	1988.0	840.0	294.0	686.0	785.0	511.0	372.0	1686.0	1027.0	1853.0	293.0	1676.0	701.0	731.0	370.0	751.0	1379.0	393.0	360.0	937.0	1247.0	697.0	1638.0	1340.0	902.0	209.0	994.0	857.0	4126.0	226.0	76889.4	1653842.0	1590894.208128
sub-season139	643.0	834.0	794.0	998.0	1010.0	2259.0	981.0	1053.0	336.0	226.0	1235.0	838.0	294.0	806.0	2995.0	5183.0	427.0	515.0	1573.0	1032.0	1307.0	1831.0	880.0	1800.0	2019.0	1824.0	2115.0	1246.0	1542.0	1735.0	461.0	326.0	282.0	1152.0	853.0	552.0	1596.0	2056.0	379.0	213.0	967.0	2596.0	1243.0	1309.0	1998.0	923.0	483.0	834.0	1050.0	590.0	255.0	1666.0	1656.0	1719.0	161.0	2555.0	686.0	1056.0	425.0	894.0	1661.0	466.0	533.0	896.0	1382.0	1003.0	1914.0	1241.0	889.0	172.0	840.0	891.0	5245.0	239.0	88643.5	1798038.0	1604331.700794
sub-season202	961.0	923.0	1072.0	1457.0	876.0	2245.0	1076.0	1155.0	425.0	152.0	1458.0	943.0	260.0	577.0	3366.0	6128.0	527.0	570.0	1720.0	1179.0	1592.0	2000.0	1247.0	2190.0	2615.0	2194.0	2230.0	1733.0	2112.0	2560.0	611.0	336.0	386.0	1490.0	916.0	785.0	1875.0	2298.0	291.0	239.0	1100.0	2184.0	1277.0	1814.0	2438.0	1189.0	593.0	971.0	1052.0	1144.0	308.0	1253.0	1822.0	2599.0	485.0	2641.0	493.0	957.0	584.0	915.0	1428.0	414.0	489.0	1253.0	1996.0	957.0	1856.0	1905.0	912.0	270.0	1044.0	1096.0	5248.0	385.0	101842.0	2092033.0	1916711.049653
sub-season204	653.0	957.0	999.0	1008.0	772.0	2207.0	1069.0	1184.0	445.0	187.0	1614.0	955.0	370.0	783.0	3116.0	4421.0	488.0	481.0	1429.0	1268.0	1642.0	1874.0	673.0	1968.0	1698.0	1675.0	1724.0	1138.0	1405.0	1931.0	619.0	323.0	308.0	1225.0	514.0	551.0	1566.0	2119.0	290.0	244.0	991.0	2536.0	1275.0	1586.0	1689.0	1043.0	473.0	958.0	1119.0	491.0	371.0	1611.0	1662.0	1707.0	214.0	2052.0	609.0	1067.0	498.0	780.0	1487.0	349.0	759.0	810.0	1807.0	820.0	1916.0	1216.0	1016.0	306.0	1053.0	809.0	4546.0	279.0	87794.6	1699540.0	1570270.031681
sub-season206	672.0	922.0	778.0	1020.0	839.0	1417.0	682.0	726.0	301.0	148.0	1126.0	820.0	259.0	667.0	1641.0	4371.0	419.0	386.0	1226.0	795.0	1173.0	1420.0	780.0	1573.0	1960.0	1965.0	1306.0	1041.0	1547.0	1489.0	414.0	214.0	200.0	993.0	484.0	526.0	1309.0	1810.0	279.0	216.0	1004.0	2131.0	1345.0	1341.0	1731.0	596.0	423.0	712.0	1035.0	722.0	323.0	1031.0	752.0	1325.0	380.0	2280.0	557.0	694.0	433.0	611.0	1109.0	191.0	346.0	491.0	1156.0	727.0	1583.0	1056.0	880.0	271.0	749.0	692.0	3939.0	172.0	72704.9	1468948.0	1383391.526081
sub-season207	884.0	951.0	1177.0	938.0	1065.0	1927.0	1117.0	1144.0	263.0	142.0	1306.0	1031.0	390.0	713.0	2604.0	5190.0	391.0	600.0	1466.0	1019.0	1224.0	1728.0	735.0	2044.0	2005.0	2093.0	1934.0	1472.0	1335.0	1782.0	532.0	106.0	366.0	1414.0	783.0	672.0	1843.0	2079.0	316.0	88.0	1286.0	2306.0	1579.0	1584.0	2107.0	1229.0	505.0	784.0	1101.0	861.0	368.0	1559.0	1977.0	1738.0	319.0	2401.0	468.0	934.0	721.0	609.0	1463.0	467.0	570.0	847.0	1871.0	777.0	2200.0	928.0	833.0	191.0	691.0	919.0	4773.0	260.0	90098.0	1922918.0	1644214.533657
sub-season208	854.0	695.0	955.0	761.0	818.0	1926.0	867.0	1078.0	327.0	131.0	1327.0	845.0	346.0	695.0	2273.0	4682.0	297.0	540.0	1250.0	875.0	1195.0	1703.0	724.0	1939.0	1836.0	1505.0	1319.0	1165.0	1362.0	1428.0	459.0	132.0	198.0	1146.0	530.0	457.0	1389.0	1581.0	321.0	106.0	1019.0	2122.0	1538.0	1575.0	1989.0	806.0	354.0	691.0	1044.0	488.0	309.0	1417.0	1346.0	1460.0	255.0	2301.0	511.0	842.0	533.0	683.0	1320.0	402.0	269.0	882.0	1779.0	724.0	1603.0	1031.0	899.0	193.0	566.0	872.0	3809.0	228.0	77898.4	1641376.0	1503990.502993
sub-season211	599.0	699.0	1043.0	824.0	860.0	1674.0	743.0	898.0	297.0	144.0	1549.0	807.0	277.0	796.0	2418.0	4575.0	402.0	340.0	1349.0	1030.0	1247.0	1623.0	808.0	1687.0	1418.0	1436.0	1688.0	1094.0	1530.0	1803.0	552.0	278.0	269.0	1028.0	535.0	443.0	1271.0	1529.0	289.0	147.0	1174.0	2578.0	1373.0	1550.0	1871.0	962.0	462.0	720.0	808.0	723.0	374.0	1372.0	1072.0	1815.0	193.0	2313.0	616.0	902.0	507.0	574.0	1223.0	367.0	601.0	722.0	1465.0	736.0	1421.0	962.0	815.0	180.0	719.0	753.0	3344.0	229.0	77497.6	1553085.0	1286875.354328
sub-season212	726.0	701.0	847.0	725.0	805.0	1797.0	765.0	805.0	332.0	173.0	1290.0	661.0	252.0	699.0	2254.0	4831.0	327.0	351.0	1293.0	817.0	1096.0	1269.0	816.0	1973.0	2242.0	1202.0	1449.0	1156.0	1532.0	1472.0	610.0	336.0	178.0	986.0	419.0	477.0	1460.0	1742.0	249.0	162.0	974.0	2147.0	1462.0	1242.0	1937.0	812.0	381.0	757.0	1015.0	571.0	257.0	1122.0	1345.0	1597.0	277.0	2172.0	471.0	800.0	454.0	583.0	1326.0	443.0	375.0	878.0	1638.0	844.0	1548.0	1045.0	867.0	377.0	747.0	940.0	4265.0	133.0	77078.9	1572130.0	1442746.017587
sub-season213	795.0	1471.0	1042.0	1192.0	1011.0	2126.0	1167.0	1042.0	469.0	243.0	2055.0	1196.0	245.0	789.0	3039.0	5248.0	410.0	525.0	1696.0	1142.0	1505.0	2366.0	664.0	1740.0	2343.0	1984.0	1864.0	1423.0	1784.0	2033.0	519.0	303.0	403.0	1129.0	866.0	545.0	1876.0	2319.0	297.0	232.0	1065.0	2944.0	1563.0	2018.0	2150.0	1150.0	465.0	871.0	997.0	624.0	441.0	1885.0	1861.0	1981.0	466.0	3086.0	939.0	1060.0	596.0	906.0	1645.0	305.0	560.0	950.0	1919.0	1213.0	1990.0	1893.0	1135.0	244.0	1097.0	1061.0	4634.0	194.0	99002.5	2045996.0	1832589.980648
sub-season214	697.0	977.0	882.0	859.0	1102.0	1995.0	1019.0	1008.0	249.0	145.0	1236.0	829.0	256.0	617.0	2575.0	4643.0	417.0	431.0	1101.0	1152.0	1225.0	1711.0	625.0	1712.0	1455.0	1536.0	1760.0	1199.0	1447.0	1634.0	517.0	355.0	296.0	1254.0	739.0	534.0	1824.0	1852.0	268.0	155.0	965.0	2101.0	1315.0	1309.0	1809.0	806.0	291.0	904.0	934.0	595.0	305.0	1210.0	1807.0	1881.0	359.0	2419.0	305.0	983.0	579.0	605.0	1383.0	344.0	501.0	931.0	1563.0	893.0	1814.0	1080.0	913.0	257.0	820.0	958.0	4388.0	218.0	81834.2	1765975.0	1545556.131925
sub-season215	906.0	887.0	911.0	1083.0	897.0	2201.0	1150.0	1266.0	413.0	166.0	1736.0	909.0	404.0	698.0	3532.0	5052.0	461.0	444.0	2263.0	1283.0	1518.0	1783.0	955.0	2122.0	1983.0	1933.0	1666.0	1557.0	1746.0	2050.0	511.0	125.0	238.0	1357.0	631.0	604.0	2153.0	2711.0	422.0	134.0	935.0	2352.0	1758.0	1964.0	2221.0	850.0	550.0	765.0	1074.0	839.0	357.0	1779.0	1872.0	2191.0	363.0	2323.0	1054.0	1320.0	571.0	781.0	1508.0	500.0	454.0	1153.0	1952.0	1149.0	1868.0	1369.0	821.0	300.0	807.0	1314.0	5226.0	177.0	97380.6	2007393.0	1890353.443068
sub-season216	634.0	828.0	842.0	656.0	770.0	1741.0	786.0	839.0	290.0	164.0	1196.0	719.0	225.0	500.0	2175.0	4259.0	414.0	388.0	1059.0	988.0	1097.0	1664.0	722.0	1581.0	1561.0	1115.0	1428.0	991.0	1380.0	1272.0	506.0	286.0	225.0	1078.0	496.0	422.0	1245.0	1679.0	205.0	161.0	868.0	1990.0	1183.0	1120.0	1987.0	754.0	413.0	670.0	780.0	363.0	259.0	1051.0	1346.0	1721.0	209.0	2026.0	407.0	824.0	544.0	757.0	1649.0	356.0	364.0	696.0	1605.0	822.0	1249.0	1017.0	773.0	158.0	658.0	614.0	3992.0	139.0	71952.1	1686333.0	1565935.634338
sub-season217	667.0	641.0	774.0	812.0	951.0	1861.0	924.0	844.0	342.0	158.0	1304.0	892.0	263.0	569.0	2192.0	4105.0	352.0	445.0	1365.0	845.0	1073.0	1556.0	682.0	1514.0	1389.0	1736.0	1406.0	1110.0	1489.0	1650.0	539.0	311.0	257.0	1153.0	527.0	436.0	1373.0	1582.0	222.0	167.0	909.0	2271.0	1255.0	1511.0	1944.0	798.0	336.0	806.0	844.0	555.0	319.0	1391.0	1399.0	1490.0	144.0	1895.0	516.0	855.0	472.0	635.0	1144.0	314.0	406.0	622.0	1259.0	959.0	1399.0	1101.0	897.0	197.0	640.0	882.0	3582.0	233.0	74460.3	1583567.0	1508800.304795
